"","x"
"147","QOW_DIVERTED_UNIT"
"148","QUANTITY_MEASUREMENT_YEAR"
"149","MAX_RATE_OF_DIVERSION"
"150","MAX_RATE_OF_DIV_UNIT"
"151","RECENT_WATER_USE_MIN"
"152","WATER_USE_MIN_UNIT"
"153","RECENT_WATER_USE_MAX"
"154","WATER_USE_MAX_UNIT"
"155","REQUEST_FOR_REVOCATION_RECD"
"156","NUM_COMMENTS"
"157","NUM_ATTACHMENTS"
"158","APP_LAST_UPDATE_DATE"
"159","STATE_WELL_NUMBER"
"160","DRILLED_WELL_YEAR"
"161","SURFACE_WATER_DIVERSIONS"
"162","DEPTH_OF_WELL"
"163","RELATIONSHIP_TYPE"
"164","PARTY_ID"
"165","EFFECTIVE_FROM_DATE"
"166","EFFECTIVE_TO_DATE"
"167","LAST_NAME_OR_COMPANY_NAME"
"168","MIDDLE_NAME"
"169","FIRST_NAME"
"170","PRIMARY_OWNER_NAME"
"171","PRIMARY_OWNER_ENTITY_TYPE_P"
"172","OFFICIAL_MAIL_RECEIVER"
"173","COUNT_NPO_OR_OTHER"
"174","CURRENT_STATUS"
"175","EFFECTIVE_DATE"
"176","UPDATE_DATETIME"
"177","USE_CODE"
"178","USE_STATUS"
"179","NUMBER_OF_RESIDENCES"
"180","SEPERATELY_OWNED"
"181","USE_POPULATION"
"182","USE_POPULATION_PEOPLE"
"183","ESTIMATED_USE_PER_PERSON"
"184","USE_POPULATION_STOCK"
"185","TYPE_OF_STOCK"
"186","AREA_FOR_INCI_IRRIGATION"
"187","USE_NET_ACREAGE"
"188","USE_GROSS_ACREAGE"
"189","USE_DIRECT_DIV_ANNUAL_AMOUNT"
"190","USE_DIRECT_DIVERSION_RATE"
"191","USE_DIRECT_DIV_RATE_UNITS"
"192","POU_DEVELOPMENT_STATUS"
"193","DIRECT_DIV_SEASON_START"
"194","DIRECT_DIV_SEASON_END"
"195","USE_STORAGE_AMOUNT"
"196","STORAGE_SEASON_START"
"197","STORAGE_SEASON_END"
"198","SEASON_DIRECT_DIV_RATE"
"199","SEASON_STORAGE_AMOUNT"
"200","SEASON_DIRECT_DIV_AA"
"201","DIRECT_DIV_SEASON_STATUS"
"202","COLLECTION_SEASON_STATUS"
"203","USE_COUNT"
"204","POD_NUMBER"
"205","POD_ID"
"206","POD_STATUS"
"207","SOURCE_TYPE"
"208","POD_NAME"
"209","POD_TYPE"
"210","DIVERSION_WORKS_STATUS"
"211","STREAM_CLASSIFICATION"
"212","DIRECT_DIV_AMOUNT"
"213","DIRECT_DIVERSION_RATE"
"214","DIRECT_DIV_RATE_UNIT"
"215","STORAGE_AMOUNT"
"216","DIVERSION_RATE_TO_OFF_STREAM"
"217","OFF_STO_DIV_RATE_UNIT"
"218","POD_LAST_UPDATE_DATE"
"219","POD_COUNT"
"220","APPL_ID"
"221","OBJECTID"
"222","POD_NUMBER_GIS"
"223","HAS_OPOD"
"224","APPL_POD"
"225","POD_ID_GIS"
"226","COUNTY"
"227","PARCEL_NUMBER"
"228","SP_ZONE"
"229","DIVERSION_SITE_NAME"
"230","NORTH_COORD"
"231","EAST_COORD"
"232","LATITUDE"
"233","LONGITUDE"
"234","QUARTER_QUARTER"
"235","QUARTER"
"236","SECTION_CLASSIFIER"
"237","SECTION_NUMBER"
"238","TOWNSHIP_NUMBER"
"239","TOWNSHIP_DIRECTION"
"240","RANGE_NUMBER"
"241","RANGE_DIRECTION"
"242","MERIDIAN"
"243","LOCATION_METHOD"
"244","SPECIAL_USE_AREA"
"245","SOURCE_NAME"
"246","TRIB_DESC"
"247","WATERSHED"
"248","HUC_12_NUMBER"
"249","HUC_12_NAME"
"250","HUC_8_NUMBER"
"251","HUC_8_NAME"
"252","QUAD_MAP_NAME"
"253","QUAD_MAP_NUMBER"
"254","PERMIT_PERMIT_ID"
"255","PERMIT_ORIGINAL_ISSUE_DATE"
"256","COMPLETE_CONSTRUCTION_DATE"
"257","COMPLETE_APPLIC_WATER_DATE"
"258","LICENSE_LICENSE_ID"
"259","LICENSE_ORIGINAL_ISSUE_DATE"
"260","WATER_RIGHT_DESCRIPTION"
"261","PROGRAM_UNIT"
"262","LICENSE_REQUEST_TYPE"
"263","LICENSE_REQUESTED_DATE"
"264","INSPECTION_DATE"
"265","REPORT_DATE"
"266","OFFER_SENT_DATE"
"267","ACCEPTED_OFFER_DATE"
"268","ENF_CASE_NUMBER"
"269","ENF_CASE_START_DATE"
"270","ENF_CASE_CLOSURE_DATE"
"271","ENF_CASE_COUNTY"
"272","NUMBER_OF_ENFORCEMENT_CASE"
